timestamp,substrate_temp_c
2026-05-25 23:18:27.111,22.75
2026-05-25 23:18:33.017,22.75
2026-05-25 23:18:38.923,22.75
2026-05-25 23:18:44.829,22.75
2026-05-25 23:18:50.735,22.75
2026-05-25 23:18:56.642,22.75
2026-05-25 23:19:02.548,22.6875
2026-05-25 23:19:08.451,22.6875
2026-05-25 23:19:14.355,22.75
2026-05-25 23:19:20.260,22.75
2026-05-25 23:19:26.163,22.75
2026-05-25 23:19:32.067,22.75
2026-05-25 23:19:37.973,22.6875
2026-05-25 23:19:43.879,22.75
2026-05-25 23:19:49.786,22.6875
2026-05-25 23:19:55.689,22.75
2026-05-25 23:20:01.593,22.75
2026-05-25 23:20:07.498,22.6875
2026-05-25 23:20:13.402,22.6875
2026-05-25 23:20:19.309,22.75
2026-05-25 23:20:25.212,22.75
2026-05-25 23:20:31.118,22.6875
2026-05-25 23:20:37.022,22.75
2026-05-25 23:20:42.928,22.75
2026-05-25 23:20:48.832,22.75
2026-05-25 23:20:54.738,22.75
2026-05-25 23:21:00.644,22.75
2026-05-25 23:21:06.550,22.6875
2026-05-25 23:21:12.453,22.6875
2026-05-25 23:21:18.360,22.75
2026-05-25 23:21:24.266,22.6875
2026-05-25 23:21:30.170,22.75
2026-05-25 23:21:36.073,22.6875
2026-05-25 23:21:41.977,22.75
2026-05-25 23:21:47.884,22.75
2026-05-25 23:21:53.790,22.75
2026-05-25 23:21:59.695,22.75
2026-05-25 23:22:05.599,22.75
2026-05-25 23:22:11.503,22.75
2026-05-25 23:22:17.407,22.75
2026-05-25 23:22:23.313,22.75
2026-05-25 23:22:29.219,22.75
2026-05-25 23:22:35.125,22.75
2026-05-25 23:22:41.031,22.75
2026-05-25 23:22:46.935,22.75
2026-05-25 23:22:52.838,22.75
2026-05-25 23:22:58.742,22.75
2026-05-25 23:23:04.648,22.75
2026-05-25 23:23:10.554,22.75
2026-05-25 23:23:16.458,22.75
2026-05-25 23:23:22.362,22.75
2026-05-25 23:23:28.265,22.75
2026-05-25 23:23:34.169,22.75
2026-05-25 23:23:40.074,22.75
2026-05-25 23:23:45.979,22.75
2026-05-25 23:23:51.885,22.75
2026-05-25 23:23:57.791,22.75
2026-05-25 23:24:03.696,22.75
2026-05-25 23:24:09.601,22.6875
2026-05-25 23:24:15.505,22.75
2026-05-25 23:24:21.408,22.75
2026-05-25 23:24:27.312,22.75
2026-05-25 23:24:33.215,22.6875
2026-05-25 23:24:39.122,22.6875
2026-05-25 23:24:45.026,22.75
2026-05-25 23:24:50.932,22.8125
2026-05-25 23:24:56.838,22.75
2026-05-25 23:25:02.742,22.75
2026-05-25 23:25:08.646,22.75
2026-05-25 23:25:14.551,22.75
2026-05-25 23:25:20.457,22.75
2026-05-25 23:25:26.363,22.6875
