time,ens_eco2_ppm
2026-05-25T22:16:30.9060000,423
2026-05-25T22:16:31.9580000,424
2026-05-25T22:16:32.9980000,431
2026-05-25T22:16:34.0390000,416
2026-05-25T22:16:35.0800000,433
2026-05-25T22:16:36.1210000,422
2026-05-25T22:16:37.1720000,424
2026-05-25T22:16:38.2130000,426
2026-05-25T22:16:39.2540000,423
2026-05-25T22:16:40.2940000,426
2026-05-25T22:16:41.3350000,431
2026-05-25T22:16:42.3760000,418
2026-05-25T22:16:43.4270000,442
2026-05-25T22:16:44.4680000,426
2026-05-25T22:16:45.5090000,434
2026-05-25T22:16:46.5500000,428
2026-05-25T22:16:47.5900000,424
2026-05-25T22:16:48.6380000,432
2026-05-25T22:16:49.6790000,419
2026-05-25T22:16:50.7200000,418
2026-05-25T22:16:51.7610000,419
2026-05-25T22:16:52.8120000,427
2026-05-25T22:16:53.8530000,418
2026-05-25T22:16:54.8930000,437
2026-05-25T22:16:55.9340000,433
2026-05-25T22:16:56.9750000,422
2026-05-25T22:16:58.0260000,423
2026-05-25T22:16:59.0670000,430
2026-05-25T22:17:00.1070000,425
2026-05-25T22:17:01.1480000,422
2026-05-25T22:17:02.1890000,425
2026-05-25T22:17:03.2400000,411
2026-05-25T22:17:04.2810000,427
2026-05-25T22:17:05.3210000,424
2026-05-25T22:17:06.3620000,431
2026-05-25T22:17:07.4030000,420
2026-05-25T22:17:08.4440000,427
2026-05-25T22:17:09.4950000,426
2026-05-25T22:17:10.5360000,420
2026-05-25T22:17:11.5770000,430
2026-05-25T22:17:12.6180000,425
2026-05-25T22:17:13.6590000,424
2026-05-25T22:17:14.7100000,427
2026-05-25T22:17:15.7440000,414
2026-05-25T22:17:16.7950000,420
2026-05-25T22:17:17.8360000,419
2026-05-25T22:17:18.8760000,414
2026-05-25T22:17:19.9170000,423
2026-05-25T22:17:20.9580000,436
2026-05-25T22:17:21.9990000,433
2026-05-25T22:17:23.0500000,435
2026-05-25T22:17:24.0910000,437
2026-05-25T22:17:25.1310000,430
2026-05-25T22:17:26.1720000,426
2026-05-25T22:17:27.2130000,423
2026-05-25T22:17:28.2640000,431
2026-05-25T22:17:29.2980000,419
2026-05-25T22:17:30.3490000,421
2026-05-25T22:17:31.3900000,418
2026-05-25T22:17:32.4310000,422
2026-05-25T22:17:33.4720000,428
2026-05-25T22:17:34.5130000,437
2026-05-25T22:17:35.5530000,421
2026-05-25T22:17:36.6050000,410
2026-05-25T22:17:37.6460000,418
2026-05-25T22:17:38.6870000,431
2026-05-25T22:17:39.7270000,418
2026-05-25T22:17:40.7680000,420
2026-05-25T22:17:41.8090000,416
2026-05-25T22:17:42.8600000,425
2026-05-25T22:17:43.8940000,420
2026-05-25T22:17:44.9450000,433
2026-05-25T22:17:45.9860000,418
2026-05-25T22:17:47.0270000,429
2026-05-25T22:17:48.0680000,432
2026-05-25T22:17:49.1080000,431
2026-05-25T22:17:50.1590000,427
2026-05-25T22:17:51.2000000,428
2026-05-25T22:17:52.2410000,430
2026-05-25T22:17:53.2820000,423
2026-05-25T22:17:54.3230000,431
2026-05-25T22:17:55.3740000,426
2026-05-25T22:17:56.4150000,436
2026-05-25T22:17:57.4590000,427
2026-05-25T22:17:58.5000000,425
2026-05-25T22:17:59.5410000,442
2026-05-25T22:18:00.5810000,431
2026-05-25T22:18:01.6220000,427
2026-05-25T22:18:02.6630000,417
2026-05-25T22:18:03.7140000,431
2026-05-25T22:18:04.7550000,433
2026-05-25T22:18:05.7960000,414
2026-05-25T22:18:06.8360000,433
2026-05-25T22:18:07.8770000,424
2026-05-25T22:18:08.9280000,415
2026-05-25T22:18:09.9690000,414
2026-05-25T22:18:11.0130000,423
2026-05-25T22:18:12.0540000,409
2026-05-25T22:18:13.0950000,436
2026-05-25T22:18:14.1360000,432
2026-05-25T22:18:15.1760000,415
2026-05-25T22:18:16.2280000,431
2026-05-25T22:18:17.2680000,420
2026-05-25T22:18:18.3090000,440
2026-05-25T22:18:19.3500000,423
2026-05-25T22:18:20.3910000,417
2026-05-25T22:18:21.4320000,433
2026-05-25T22:18:22.4830000,409
2026-05-25T22:18:23.5240000,436
2026-05-25T22:18:24.5640000,448
2026-05-25T22:18:25.6090000,438
2026-05-25T22:18:26.6490000,423
2026-05-25T22:18:27.6900000,432
2026-05-25T22:18:28.7310000,430
2026-05-25T22:18:29.7820000,436
2026-05-25T22:18:30.8230000,415
2026-05-25T22:18:31.8630000,434
2026-05-25T22:18:32.9040000,426
2026-05-25T22:18:33.9450000,435
2026-05-25T22:18:34.9850000,427
2026-05-25T22:18:36.0370000,433
2026-05-25T22:18:37.0780000,427
2026-05-25T22:18:38.1180000,427
2026-05-25T22:18:39.1590000,426
2026-05-25T22:18:40.2000000,431
2026-05-25T22:18:41.2410000,423
2026-05-25T22:18:42.2920000,433
2026-05-25T22:18:43.3330000,423
2026-05-25T22:18:44.3730000,422
2026-05-25T22:18:45.4140000,426
2026-05-25T22:18:46.4550000,434
2026-05-25T22:18:47.5060000,425
2026-05-25T22:18:48.5470000,427
2026-05-25T22:18:49.5880000,418
2026-05-25T22:18:50.6290000,448
2026-05-25T22:18:51.6700000,438
2026-05-25T22:18:52.7140000,433
2026-05-25T22:18:53.7550000,434
2026-05-25T22:18:54.7960000,422
2026-05-25T22:18:55.8470000,429
2026-05-25T22:18:56.8870000,420
2026-05-25T22:18:57.9280000,415
2026-05-25T22:18:58.9690000,430
2026-05-25T22:19:00.0100000,444
2026-05-25T22:19:01.0610000,446
2026-05-25T22:19:02.1010000,431
2026-05-25T22:19:03.1420000,438
2026-05-25T22:19:04.1830000,423
2026-05-25T22:19:05.2240000,430
2026-05-25T22:19:06.2650000,445
2026-05-25T22:19:07.3160000,420
2026-05-25T22:19:08.3570000,428
