Time,09C00 Aranet4  Temperature (°C) [09C00],09C05 Aranet4  Temperature (°C) [09C05],09C09 Aranet4  Temperature (°C) [09C09],09C0F Aranet4  Temperature (°C) [09C0F],09C00 Aranet4  Humidity (%) [09C00],09C05 Aranet4  Humidity (%) [09C05],09C09 Aranet4  Humidity (%) [09C09],09C0F Aranet4  Humidity (%) [09C0F],09C00 Aranet4  Pressure (hPa) [09C00],09C05 Aranet4  Pressure (hPa) [09C05],09C09 Aranet4  Pressure (hPa) [09C09],09C0F Aranet4  Pressure (hPa) [09C0F],09C00 Aranet4  CO₂ (ppm) [09C00],09C05 Aranet4  CO₂ (ppm) [09C05],09C09 Aranet4  CO₂ (ppm) [09C09],09C0F Aranet4  CO₂ (ppm) [09C0F],0D697 PM  PM1 (µg/m³) [0D697],0D699 PM  PM1 (µg/m³) [0D699],0D6A0 PM  PM1 (µg/m³) [0D6A0],0D6A3 PM  PM1 (µg/m³) [0D6A3],0D697 PM  PM2.5 (µg/m³) [0D697],0D699 PM  PM2.5 (µg/m³) [0D699],0D6A0 PM  PM2.5 (µg/m³) [0D6A0],0D6A3 PM  PM2.5 (µg/m³) [0D6A3],0D697 PM  PM10 (µg/m³) [0D697],0D699 PM  PM10 (µg/m³) [0D699],0D6A0 PM  PM10 (µg/m³) [0D6A0],0D6A3 PM  PM10 (µg/m³) [0D6A3],0195C Weight  Weight (kg) [0195C],01960 Weight  Weight (kg) [01960],01966 Weight  Weight (kg) [01966],019A0 Weight  Weight (kg) [019A0]
2026-05-24 08:36:29,,,22.30,,,,77.0,,,,1018,,,,470,,,,,,,,,,,,,,,,,
2026-05-24 08:36:44,,,,,,,,,,,,,,,,,,22,,,,23,,,,23,,,,,,
2026-05-24 08:36:49,,,,22.00,,,,63.0,,,,1019,,,,430,,,,,,,,,,,,,,,,
2026-05-24 08:36:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:36:55,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:37:01,,,,,,,,,,,,,,,,,,,,16,,,,17,,,,17,,,,
2026-05-24 08:37:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031
2026-05-24 08:37:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:37:20,,21.25,,,,95.0,,,,1019,,,,470,,,,,,,,,,,,,,,,,,
2026-05-24 08:37:21,,,,,,,,,,,,,,,,,,,79,,,,85,,,,88,,,,-0.151,
2026-05-24 08:37:24,22.60,,,,58.0,,,,1019,,,,439,,,,,,,,,,,,,,,,,,,
2026-05-24 08:37:29,,,22.30,,,,77.0,,,,1018,,,,467,,,,,,,,,,,,,,,,,
2026-05-24 08:37:45,,,,,,,,,,,,,,,,,,485,,,,1024,,,,1024,,,,,,
2026-05-24 08:37:47,,,,22.00,,,,63.0,,,,1019,,,,435,,,,,,,,,,,,,,,,
2026-05-24 08:37:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:37:58,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:38:03,,,,,,,,,,,,,,,,,,,,27,,,,82,,,,149,,,,
2026-05-24 08:38:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:38:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:38:20,,21.25,,,,95.0,,,,1019,,,,483,,,,,,,,,,,,,,,,,,
2026-05-24 08:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:38:24,,,,,,,,,,,,,,,,,,,349,,,,1024,,,,1024,,,,,
2026-05-24 08:38:25,22.60,,,,58.0,,,,1019,,,,418,,,,,,,,,,,,,,,,,,,
2026-05-24 08:38:28,,,22.35,,,,78.0,,,,1018,,,,479,,,,,,,,,,,,,,,,,
2026-05-24 08:38:45,,,,,,,,,,,,,,,,,,858,,,,1024,,,,1024,,,,,,
2026-05-24 08:38:49,,,,21.95,,,,63.0,,,,1019,,,,437,,,,,,,,,,,,,,,,
2026-05-24 08:38:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:39:02,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:39:03,,,,,,,,,,,,,,,,,,,,106,,,,387,,,,731,,,,
2026-05-24 08:39:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:39:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:39:19,,21.25,,,,95.0,,,,1019,,,,470,,,,,,,,,,,,,,,,,,
2026-05-24 08:39:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:39:26,22.60,,,,58.0,,,,1019,,,,428,,,,,,24,,,,38,,,,53,,,,,
2026-05-24 08:39:28,,,22.30,,,,78.0,,,,1018,,,,475,,,,,,,,,,,,,,,,,
2026-05-24 08:39:47,,,,22.00,,,,63.0,,,,1019,,,,440,,964,,,,1024,,,,1024,,,,,,
2026-05-24 08:39:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:40:04,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:40:07,,,,,,,,,,,,,,,,,,,,24,,,,25,,,,25,,,,
2026-05-24 08:40:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:40:19,,21.25,,,,95.0,,,,1019,,,,471,,,,,,,,,,,,,,,,,,
2026-05-24 08:40:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:40:25,22.60,,,,58.0,,,,1019,,,,428,,,,,,,,,,,,,,,,,,,
2026-05-24 08:40:27,,,22.25,,,,79.0,,,,1018,,,,485,,,,,,,,,,,,,,,,,
2026-05-24 08:40:28,,,,,,,,,,,,,,,,,,,17,,,,17,,,,17,,,,,
2026-05-24 08:40:47,,,,,,,,,,,,,,,,,,60,,,,229,,,,436,,,,,,
2026-05-24 08:40:48,,,,22.00,,,,63.0,,,,1019,,,,425,,,,,,,,,,,,,,,,
2026-05-24 08:40:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:41:06,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,-0.032
2026-05-24 08:41:07,,,,,,,,,,,,,,,,,,,,26,,,,27,,,,27,,0.180,,
2026-05-24 08:41:19,,21.25,,,,95.0,,,,1019,,,,461,,,,,,,,,,,,,,,,,,
2026-05-24 08:41:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:41:26,22.65,,,,58.0,,,,1019,,,,436,,,,,,,,,,,,,,,,,,,
2026-05-24 08:41:28,,,22.20,,,,78.0,,,,1019,,,,468,,,,,,,,,,,,,,,,,
2026-05-24 08:41:31,,,,,,,,,,,,,,,,,,,14,,,,14,,,,14,,,,,
2026-05-24 08:41:48,,,,21.95,,,,63.0,,,,1019,,,,442,,,,,,,,,,,,,,,,
2026-05-24 08:41:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:41:52,,,,,,,,,,,,,,,,,,61,,,,152,,,,261,,,,,,
2026-05-24 08:42:08,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,0.181,,-0.032
2026-05-24 08:42:10,,,,,,,,,,,,,,,,,,,,17,,,,18,,,,18,,,,
2026-05-24 08:42:19,,21.25,,,,95.0,,,,1019,,,,464,,,,,,,,,,,,,,,,,,
2026-05-24 08:42:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:42:25,22.65,,,,58.0,,,,1019,,,,425,,,,,,,,,,,,,,,,,,,
2026-05-24 08:42:29,,,22.25,,,,78.0,,,,1018,,,,486,,,,,,,,,,,,,,,,,
2026-05-24 08:42:33,,,,,,,,,,,,,,,,,,,13,,,,14,,,,14,,,,,
2026-05-24 08:42:48,,,,21.95,,,,63.0,,,,1019,,,,443,,,,,,,,,,,,,,,,
2026-05-24 08:42:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:42:53,,,,,,,,,,,,,,,,,,59,,,,65,,,,68,,,,,,
2026-05-24 08:43:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:43:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:43:12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:43:13,,,,,,,,,,,,,,,,,,,,17,,,,18,,,,18,,,,
2026-05-24 08:43:19,,21.30,,,,95.0,,,,1019,,,,479,,,,,,,,,,,,,,,,,,
2026-05-24 08:43:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:43:25,22.65,,,,58.0,,,,1019,,,,417,,,,,,,,,,,,,,,,,,,
2026-05-24 08:43:27,,,22.25,,,,78.0,,,,1019,,,,471,,,,,,,,,,,,,,,,,
2026-05-24 08:43:37,,,,,,,,,,,,,,,,,,,12,,,,13,,,,13,,,,,
2026-05-24 08:43:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:43:49,,,,22.00,,,,63.0,,,,1019,,,,432,,,,,,,,,,,,,,,,
2026-05-24 08:43:56,,,,,,,,,,,,,,,,,,23,,,,24,,,,24,,,,,,
2026-05-24 08:44:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:44:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:44:13,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:44:15,,,,,,,,,,,,,,,,,,,,16,,,,17,,,,17,,,,
2026-05-24 08:44:20,,21.25,,,,95.0,,,,1019,,,,459,,,,,,,,,,,,,,,,,,
2026-05-24 08:44:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:44:25,22.60,,,,58.0,,,,1019,,,,436,,,,,,,,,,,,,,,,,,,
2026-05-24 08:44:28,,,22.30,,,,78.0,,,,1019,,,,491,,,,,,,,,,,,,,,,,
2026-05-24 08:44:41,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,,,,
2026-05-24 08:44:47,,,,21.95,,,,63.0,,,,1019,,,,437,,,,,,,,,,,,,,,,
2026-05-24 08:44:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:44:56,,,,,,,,,,,,,,,,,,21,,,,22,,,,22,,,,,,
2026-05-24 08:45:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:45:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:45:14,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:45:18,,,,,,,,,,,,,,,,,,,,14,,,,15,,,,15,,,,
2026-05-24 08:45:19,,21.25,,,,95.0,,,,1019,,,,464,,,,,,,,,,,,,,,,,,
2026-05-24 08:45:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:45:26,22.60,,,,58.0,,,,1019,,,,432,,,,,,,,,,,,,,,,,,,
2026-05-24 08:45:28,,,22.30,,,,77.0,,,,1018,,,,480,,,,,,,,,,,,,,,,,
2026-05-24 08:45:46,,,,,,,,,,,,,,,,,,,10,,,,11,,,,11,,,,,
2026-05-24 08:45:49,,,,21.95,,,,63.0,,,,1019,,,,433,,,,,,,,,,,,,,,,
2026-05-24 08:45:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:45:59,,,,,,,,,,,,,,,,,,31,,,,33,,,,33,,,,,,
2026-05-24 08:46:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:46:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:46:17,,21.25,,,,95.0,,,,1019,,,,474,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:46:21,,,,,,,,,,,,,,,,,,,,36,,,,50,,,,66,,,-0.151,
2026-05-24 08:46:24,22.65,,,,58.0,,,,1019,,,,423,,,,,,,,,,,,,,,,,,,
2026-05-24 08:46:28,,,22.35,,,,77.0,,,,1019,,,,464,,,,,,,,,,,,,,,,,
2026-05-24 08:46:48,,,,21.95,,,,63.0,,,,1019,,,,444,,,,,,,,,,,,,,,,
2026-05-24 08:46:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:46:50,,,,,,,,,,,,,,,,,,,160,,,,373,,,,629,,,,,
2026-05-24 08:47:01,,,,,,,,,,,,,,,,,,281,,,,1024,,,,1024,,,,,,
2026-05-24 08:47:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 08:47:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:47:18,,21.25,,,,95.0,,,,1019,,,,489,,,,,,,,,,,,,,,,,,
2026-05-24 08:47:19,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:47:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:47:23,,,,,,,,,,,,,,,,,,,,37,,,,84,,,,140,,,,
2026-05-24 08:47:27,22.65,,,,58.0,,,,1019,,,,435,,,,,,,,,,,,,,,,,,,
2026-05-24 08:47:28,,,22.30,,,,78.0,,,,1019,,,,478,,,,,,,,,,,,,,,,,
2026-05-24 08:47:46,,,,21.95,,,,63.0,,,,1019,,,,436,,,,,,,,,,,,,,,,
2026-05-24 08:47:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:47:54,,,,,,,,,,,,,,,,,,,59,,,,165,,,,295,,,,,
2026-05-24 08:48:03,,,,,,,,,,,,,,,,,,703,,,,1024,,,,1024,,,,,,
2026-05-24 08:48:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:48:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:48:20,,21.25,,,,95.0,,,,1019,,,,462,,,,,,,,,,,,,,,,,,
2026-05-24 08:48:22,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:48:25,22.65,,,,58.0,,,,1019,,,,448,,,,,,,23,,,,31,,,,40,,,,
2026-05-24 08:48:28,,,22.30,,,,78.0,,,,1019,,,,492,,,,,,,,,,,,,,,,,
2026-05-24 08:48:47,,,,21.95,,,,63.0,,,,1019,,,,435,,,,,,,,,,,,,,,,
2026-05-24 08:48:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:48:57,,,,,,,,,,,,,,,,,,,17,,,,18,,,,18,,,,,
2026-05-24 08:49:06,,,,,,,,,,,,,,,,,,130,,,,631,,,,1024,,,,,,-0.032
2026-05-24 08:49:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:49:20,,21.25,,,,95.0,,,,1019,,,,471,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:49:23,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:49:26,22.65,,,,58.0,,,,1019,,,,444,,,,,,,,,,,,,,,,,,,
2026-05-24 08:49:28,,,22.30,,,,79.0,,,,1018,,,,489,,,,,29,,,,30,,,,31,,,,
2026-05-24 08:49:47,,,,21.95,,,,63.0,,,,1019,,,,425,,,,,,,,,,,,,,,,
2026-05-24 08:49:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:49:59,,,,,,,,,,,,,,,,,,,16,,,,17,,,,17,,,,,
2026-05-24 08:50:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 08:50:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:50:10,,,,,,,,,,,,,,,,,,270,,,,989,,,,1024,,,,,,
2026-05-24 08:50:17,,21.30,,,,95.0,,,,1019,,,,467,,,,,,,,,,,,,,,,,,
2026-05-24 08:50:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:50:26,22.65,,,,58.0,,,,1019,,,,431,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:50:29,,,22.25,,,,78.0,,,,1018,,,,470,,,,,,,,,,,,,,,,,
2026-05-24 08:50:30,,,,,,,,,,,,,,,,,,,,18,,,,19,,,,19,,,,
2026-05-24 08:50:47,,,,21.95,,,,63.0,,,,1019,,,,436,,,,,,,,,,,,,,,,
2026-05-24 08:50:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:51:01,,,,,,,,,,,,,,,,,,,14,,,,15,,,,15,,,,,
2026-05-24 08:51:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:51:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 08:51:13,,,,,,,,,,,,,,,,,,60,,,,90,,,,124,,,,,,
2026-05-24 08:51:20,,21.25,,,,95.0,,,,1019,,,,473,,,,,,,,,,,,,,,,,,
2026-05-24 08:51:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:51:25,22.65,,,,58.0,,,,1019,,,,432,,,,,,,,,,,,,,,,,,,
2026-05-24 08:51:29,,,22.25,,,,78.0,,,,1019,,,,480,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:51:32,,,,,,,,,,,,,,,,,,,,17,,,,18,,,,18,,,,
2026-05-24 08:51:47,,,,21.95,,,,63.0,,,,1019,,,,438,,,,,,,,,,,,,,,,
2026-05-24 08:51:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:52:05,,,,,,,,,,,,,,,,,,,10,,,,11,,,,11,,,,,
2026-05-24 08:52:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:52:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:52:15,,,,,,,,,,,,,,,,,,25,,,,26,,,,26,,,,,,
2026-05-24 08:52:18,,21.25,,,,95.0,,,,1019,,,,483,,,,,,,,,,,,,,,,,,
2026-05-24 08:52:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:52:26,22.65,,,,58.0,,,,1019,,,,431,,,,,,,,,,,,,,,,,,,
2026-05-24 08:52:28,,,22.25,,,,78.0,,,,1019,,,,471,,,,,,,,,,,,,,,,,
2026-05-24 08:52:31,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:52:34,,,,,,,,,,,,,,,,,,,,15,,,,16,,,,16,,,,
2026-05-24 08:52:47,,,,21.95,,,,63.0,,,,1019,,,,437,,,,,,,,,,,,,,,,
2026-05-24 08:52:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:53:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:53:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:53:10,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,,,,
2026-05-24 08:53:17,,,,,,,,,,,,,,,,,,21,,,,22,,,,22,,,,,,
2026-05-24 08:53:19,,21.25,,,,95.0,,,,1019,,,,466,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:53:25,22.65,,,,58.0,,,,1019,,,,430,,,,,,,,,,,,,,,,,,,
2026-05-24 08:53:29,,,22.25,,,,78.0,,,,1019,,,,474,,,,,,,,,,,,,,,,,
2026-05-24 08:53:34,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:53:36,,,,,,,,,,,,,,,,,,,,14,,,,15,,,,15,,,,
2026-05-24 08:53:47,,,,21.90,,,,63.0,,,,1019,,,,433,,,,,,,,,,,,,,,,
2026-05-24 08:53:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:54:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:54:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:54:10,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,,,,
2026-05-24 08:54:19,,,,,,,,,,,,,,,,,,22,,,,23,,,,23,,,,,,
2026-05-24 08:54:20,,21.25,,,,95.0,,,,1019,,,,475,,,,,,,,,,,,,,,,,,
2026-05-24 08:54:24,22.65,,,,58.0,,,,1019,,,,430,,,,,,,,,,,,,,,,,,,
2026-05-24 08:54:29,,,22.30,,,,77.0,,,,1019,,,,470,,,,,,,,,,,,,,,,,
2026-05-24 08:54:37,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:54:38,,,,,,,,,,,,,,,,,,,,13,,,,14,,,,14,,,,
2026-05-24 08:54:46,,,,21.95,,,,63.0,,,,1019,,,,440,,,,,,,,,,,,,,,,
2026-05-24 08:54:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:55:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:55:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:55:15,,,,,,,,,,,,,,,,,,,19,,,,20,,,,20,,,,,
2026-05-24 08:55:19,,21.25,,,,95.0,,,,1019,,,,471,,,,,,,,,,,,,,,,,,
2026-05-24 08:55:20,,,,,,,,,,,,,,,,,,92,,,,228,,,,393,,,,,-0.151,
2026-05-24 08:55:26,22.65,,,,58.0,,,,1019,,,,442,,,,,,,,,,,,,,,,,,,
2026-05-24 08:55:27,,,22.30,,,,77.0,,,,1019,,,,474,,,,,,,,,,,,,,,,,
2026-05-24 08:55:40,,,,,,,,,,,,,,,,,0,,,111,0,,,342,0,,,623,,,,
2026-05-24 08:55:48,,,,21.90,,,,63.0,,,,1019,,,,439,,,,,,,,,,,,,,,,
2026-05-24 08:55:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:56:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:56:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:56:18,,21.25,,,,95.0,,,,1019,,,,472,,,,,,,,,,,,,,,,,,
2026-05-24 08:56:19,,,,,,,,,,,,,,,,,,,335,,,,812,,,,1024,,,,,
2026-05-24 08:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:56:23,,,,,,,,,,,,,,,,,,1024,,,,1024,,,,1024,,,,,,
2026-05-24 08:56:24,22.65,,,,58.0,,,,1019,,,,422,,,,,,,,,,,,,,,,,,,
2026-05-24 08:56:26,,,22.30,,,,78.0,,,,1019,,,,492,,,,,,,,,,,,,,,,,
2026-05-24 08:56:41,,,,,,,,,,,,,,,,,,,,687,,,,1024,,,,1024,,,,
2026-05-24 08:56:42,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:56:47,,,,21.95,,,,63.0,,,,1019,,,,436,,,,,,,,,,,,,,,,
2026-05-24 08:56:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:57:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180,,
2026-05-24 08:57:18,,21.25,,,,95.0,,,,1019,,,,462,,,,,,,,,,,,,,,,,,
2026-05-24 08:57:21,,,,,,,,,,,,,,,,,,,17,,,,29,,,,43,,,,-0.151,
2026-05-24 08:57:25,22.65,,,,58.0,,,,1019,,,,433,,,,,1024,,,,1024,,,,1024,,,,,,
2026-05-24 08:57:28,,,22.25,,,,79.0,,,,1019,,,,475,,,,,,,,,,,,,,,,,
2026-05-24 08:57:42,,,,,,,,,,,,,,,,,,,,30,,,,36,,,,42,,,,
2026-05-24 08:57:44,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:57:47,,,,21.95,,,,63.0,,,,1019,,,,424,,,,,,,,,,,,,,,,
2026-05-24 08:57:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.231,,,
2026-05-24 08:58:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 08:58:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:58:19,,21.25,,,,95.0,,,,1019,,,,456,,,,,,,,,,,,,,,,,,
2026-05-24 08:58:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.150,
2026-05-24 08:58:23,,,,,,,,,,,,,,,,,,,31,,,,32,,,,32,,,,,
2026-05-24 08:58:25,22.65,,,,58.0,,,,1019,,,,441,,,,,,,,,,,,,,,,,,,
2026-05-24 08:58:26,,,22.25,,,,79.0,,,,1019,,,,488,,,,,,,,,,,,,,,,,
2026-05-24 08:58:27,,,,,,,,,,,,,,,,,,258,,,,890,,,,1024,,,,,,
2026-05-24 08:58:44,,,,,,,,,,,,,,,,,,,,27,,,,32,,,,37,,,,
2026-05-24 08:58:46,,,,21.95,,,,63.0,,,,1019,,,,448,,,,,,,,,,,,,,,,
2026-05-24 08:58:48,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 08:58:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.230,,,
2026-05-24 08:59:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 08:59:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 08:59:17,,21.25,,,,95.0,,,,1019,,,,472,,,,,,,,,,,,,,,,,,
2026-05-24 08:59:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 08:59:26,22.65,,,,58.0,,,,1019,,,,429,,,,,,,,,,,,,,,,,,,
2026-05-24 08:59:27,,,,,,,,,,,,,,,,,,36,,,,56,,,,79,,,,,,
2026-05-24 08:59:28,,,22.25,,,,78.0,,,,1019,,,,469,,,,15,,,,16,,,,16,,,,,
2026-05-24 08:59:46,,,,,,,,,,,,,,,,,,,,18,,,,19,,,,19,,,,
2026-05-24 08:59:48,,,,21.95,,,,63.0,,,,1019,,,,446,,,,,,,,,,,,,,,,
2026-05-24 08:59:50,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,-0.230,,,
2026-05-24 09:00:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 09:00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,
2026-05-24 09:00:17,,21.25,,,,95.0,,,,1019,,,,456,,,,,,,,,,,,,,,,,,
2026-05-24 09:00:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,
2026-05-24 09:00:26,22.65,,,,58.0,,,,1019,,,,428,,,,,,,,,,,,,,,,,,,
2026-05-24 09:00:27,,,22.25,,,,78.0,,,,1019,,,,487,,,,,,,,,,,,,,,,,
