Time,09C00 Aranet4  Temperature (°C) [09C00],09C05 Aranet4  Temperature (°C) [09C05],09C09 Aranet4  Temperature (°C) [09C09],09C0F Aranet4  Temperature (°C) [09C0F],09C00 Aranet4  Humidity (%) [09C00],09C05 Aranet4  Humidity (%) [09C05],09C09 Aranet4  Humidity (%) [09C09],09C0F Aranet4  Humidity (%) [09C0F],09C00 Aranet4  Pressure (hPa) [09C00],09C05 Aranet4  Pressure (hPa) [09C05],09C09 Aranet4  Pressure (hPa) [09C09],09C0F Aranet4  Pressure (hPa) [09C0F],09C00 Aranet4  CO₂ (ppm) [09C00],09C05 Aranet4  CO₂ (ppm) [09C05],09C09 Aranet4  CO₂ (ppm) [09C09],09C0F Aranet4  CO₂ (ppm) [09C0F],0D697 PM  PM1 (µg/m³) [0D697],0D699 PM  PM1 (µg/m³) [0D699],0D6A0 PM  PM1 (µg/m³) [0D6A0],0D6A3 PM  PM1 (µg/m³) [0D6A3],0D697 PM  PM2.5 (µg/m³) [0D697],0D699 PM  PM2.5 (µg/m³) [0D699],0D6A0 PM  PM2.5 (µg/m³) [0D6A0],0D6A3 PM  PM2.5 (µg/m³) [0D6A3],0D697 PM  PM10 (µg/m³) [0D697],0D699 PM  PM10 (µg/m³) [0D699],0D6A0 PM  PM10 (µg/m³) [0D6A0],0D6A3 PM  PM10 (µg/m³) [0D6A3],0195C Weight  Weight (kg) [0195C],01960 Weight  Weight (kg) [01960],01966 Weight  Weight (kg) [01966],019A0 Weight  Weight (kg) [019A0]
2026-05-24 18:54:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 18:54:24,,,,,,,,,,,,,,,,,0,,,9,0,,,10,0,,,10,,,,
2026-05-24 18:54:26,,,22.70,,,,80.0,,,,1017,,,,487,,,,,,,,,,,,,,,,,
2026-05-24 18:54:38,22.75,,,,65.0,,,,1017,,,,448,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 18:54:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 18:54:51,,,,22.05,,,,71.0,,,,1018,,,,431,,,,,,,,,,,,,,,,
2026-05-24 18:54:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 18:55:02,,,,,,,,,,,,,,,,,,,8,,,,8,,,,8,,,,,
2026-05-24 18:55:05,,,,,,,,,,,,,,,,,,10,,,,11,,,,11,,,,,,
2026-05-24 18:55:12,,21.65,,,,96.0,,,,1018,,,,458,,,,,,,,,,,,,,,,,,
2026-05-24 18:55:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 18:55:25,,,22.70,,,,80.0,,,,1017,,,,477,,,,,,,,,,,,,,,,,
2026-05-24 18:55:26,,,,,,,,,,,,,,,,,0,,,,1,,,,1,,,,,,,
2026-05-24 18:55:27,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,9,,,,
2026-05-24 18:55:38,22.75,,,,65.0,,,,1017,,,,441,,,,,,,,,,,,,,,,,,,
2026-05-24 18:55:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 18:55:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 18:55:51,,,,22.00,,,,71.0,,,,1018,,,,432,,,,,,,,,,,,,,,,
2026-05-24 18:55:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 18:56:06,,,,,,,,,,,,,,,,,,,6,,,,6,,,,6,,,,,
2026-05-24 18:56:07,,,,,,,,,,,,,,,,,,9,,,,9,,,,9,,,,,,
2026-05-24 18:56:12,,21.65,,,,96.0,,,,1017,,,,444,,,,,,,,,,,,,,,,,,
2026-05-24 18:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 18:56:25,,,22.70,,,,80.0,,,,1017,,,,460,,,,,,,,,,,,,,,,,
2026-05-24 18:56:29,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 18:56:30,,,,,,,,,,,,,,,,,,,,58,,,,61,,,,61,,,,
2026-05-24 18:56:38,22.75,,,,65.0,,,,1017,,,,425,,,,,,,,,,,,,,,,-0.223,,,
2026-05-24 18:56:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 18:56:52,,,,22.00,,,,71.0,,,,1018,,,,449,,,,,,,,,,,,,,0.178,,
2026-05-24 18:57:09,,,,,,,,,,,,,,,,,,246,,,,592,,,,1005,,,,,,
2026-05-24 18:57:11,,,,,,,,,,,,,,,,,,,33,,,,35,,,,35,,,,,
2026-05-24 18:57:12,,21.65,,,,96.0,,,,1017,,,,464,,,,,,,,,,,,,,,,,,
2026-05-24 18:57:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 18:57:24,,,22.75,,,,80.0,,,,1017,,,,487,,,,,,,,,,,,,,,,,
2026-05-24 18:57:31,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 18:57:33,,,,,,,,,,,,,,,,,,,,28,,,,113,,,,218,,,,
2026-05-24 18:57:37,22.80,,,,65.0,,,,1017,,,,437,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 18:57:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 18:57:52,,,,22.00,,,,71.0,,,,1018,,,,430,,,,,,,,,,,,,,,,
2026-05-24 18:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 18:58:10,,21.65,,,,96.0,,,,1017,,,,471,,,,,,,,,,,,,,,,,,
2026-05-24 18:58:13,,,,,,,,,,,,,,,,,,602,248,,,1024,690,,,1024,1024,,,,,
2026-05-24 18:58:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 18:58:26,,,22.70,,,,80.0,,,,1017,,,,466,,,,,,,,,,,,,,,,,
2026-05-24 18:58:33,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 18:58:34,,,,,,,,,,,,,,,,,,,,51,,,,171,,,,318,,,,
2026-05-24 18:58:37,22.75,,,,65.0,,,,1017,,,,422,,,,,,,,,,,,,,,,,,,
2026-05-24 18:58:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 18:58:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 18:58:51,,,,22.05,,,,71.0,,,,1018,,,,430,,,,,,,,,,,,,,,,
2026-05-24 18:58:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 18:59:11,,21.65,,,,96.0,,,,1017,,,,459,,,,,,,,,,,,,,,,,,
2026-05-24 18:59:14,,,,,,,,,,,,,,,,,,374,10,,,1024,13,,,1024,18,,,,,
2026-05-24 18:59:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 18:59:25,,,22.70,,,,81.0,,,,1017,,,,473,,,,,,,,,,,,,,,,,
2026-05-24 18:59:35,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 18:59:36,22.75,,,,65.0,,,,1017,,,,438,,,,,,,,,,,,,,,,,,,
2026-05-24 18:59:37,,,,,,,,,,,,,,,,,,,,17,,,,25,,,,33,,,,
2026-05-24 18:59:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 18:59:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 18:59:51,,,,22.00,,,,71.0,,,,1018,,,,437,,,,,,,,,,,,,,,,
2026-05-24 18:59:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:00:11,,21.65,,,,96.0,,,,1017,,,,458,,,,,,,,,,,,,,,,,,
2026-05-24 19:00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:00:18,,,,,,,,,,,,,,,,,,134,10,,,853,10,,,1024,10,,,,,
2026-05-24 19:00:25,,,22.65,,,,81.0,,,,1017,,,,471,,,,,,,,,,,,,,,,,
2026-05-24 19:00:39,22.80,,,,65.0,,,,1017,,,,424,,,,1,,,12,1,,,13,1,,,13,-0.223,,,
2026-05-24 19:00:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:00:52,,,,22.05,,,,71.0,,,,1018,,,,425,,,,,,,,,,,,,,0.179,,
2026-05-24 19:01:11,,21.65,,,,96.0,,,,1018,,,,464,,,,,,,,,,,,,,,,,,
2026-05-24 19:01:12,,,,,,,,,,,,,,,,,,,9,,,,9,,,,9,,,,,
2026-05-24 19:01:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:01:21,,,,,,,,,,,,,,,,,,145,,,,468,,,,861,,,,,,
2026-05-24 19:01:25,,,22.65,,,,81.0,,,,1017,,,,483,,,,,,,,,,,,,,,,,
2026-05-24 19:01:38,22.75,,,,65.0,,,,1017,,,,437,,,,,,,,,,,,,,,,,,,
2026-05-24 19:01:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:01:40,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:01:42,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,,,
2026-05-24 19:01:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:01:51,,,,22.05,,,,71.0,,,,1018,,,,437,,,,,,,,,,,,,,,,
2026-05-24 19:01:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:01:59,,,,,,,,,,,,,,,,,,17,,,,42,,,,72,,,,,,
2026-05-24 19:02:10,,21.65,,,,96.0,,,,1017,,,,471,,,,,,10,,,,10,,,,10,,,,
2026-05-24 19:02:14,,,,,,,,,,,,,,,,,,,7,,,,8,,,,8,,,,,
2026-05-24 19:02:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:02:26,,,22.70,,,,81.0,,,,1017,,,,475,,,,,,,,,,,,,,,,,
2026-05-24 19:02:36,22.75,,,,65.0,,,,1017,,,,432,,,,,,,,,,,,,,,,,,,
2026-05-24 19:02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:02:41,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:02:52,,,,22.05,,,,71.0,,,,1018,,,,412,,,,,,,,,,,,,,,,
2026-05-24 19:02:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:03:01,,,,,,,,,,,,,,,,,,17,,,,21,,,,25,,,,,,
2026-05-24 19:03:12,,21.65,,,,96.0,,,,1018,,,,460,,,,,,,,,,,,,,,,,,
2026-05-24 19:03:14,,,,,,,,,,,,,,,,,,,,10,,,,11,,,,11,,,,
2026-05-24 19:03:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:03:19,,,,,,,,,,,,,,,,,,,7,,,,7,,,,7,,,,,
2026-05-24 19:03:23,,,22.65,,,,81.0,,,,1017,,,,484,,,,,,,,,,,,,,,,,
2026-05-24 19:03:37,22.75,,,,65.0,,,,1017,,,,422,,,,,,,,,,,,,,,,,,,
2026-05-24 19:03:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:03:45,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:03:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 19:03:52,,,,22.05,,,,71.0,,,,1018,,,,424,,,,,,,,,,,,,,0.179,,
2026-05-24 19:04:01,,,,,,,,,,,,,,,,,,15,,,,16,,,,16,,,,,,
2026-05-24 19:04:10,,21.65,,,,96.0,,,,1017,,,,474,,,,,,,,,,,,,,,,,,
2026-05-24 19:04:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:04:19,,,,,,,,,,,,,,,,,,,,9,,,,10,,,,10,,,,
2026-05-24 19:04:21,,,,,,,,,,,,,,,,,,,7,,,,7,,,,7,,,,,
2026-05-24 19:04:24,,,22.70,,,,80.0,,,,1017,,,,474,,,,,,,,,,,,,,,,,
2026-05-24 19:04:36,22.75,,,,65.0,,,,1017,,,,423,,,,,,,,,,,,,,,,,,,
2026-05-24 19:04:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:04:45,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 19:04:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 19:04:50,,,,22.05,,,,71.0,,,,1018,,,,432,,,,,,,,,,,,,,,,
2026-05-24 19:04:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:05:06,,,,,,,,,,,,,,,,,,11,,,,12,,,,12,,,,,,
2026-05-24 19:05:11,,21.65,,,,96.0,,,,1017,,,,455,,,,,,,,,,,,,,,,,,
2026-05-24 19:05:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:05:22,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,9,,,,
2026-05-24 19:05:23,,,,,,,,,,,,,,,,,,,7,,,,7,,,,7,,,,,
2026-05-24 19:05:25,,,22.70,,,,80.0,,,,1017,,,,494,,,,,,,,,,,,,,,,,
2026-05-24 19:05:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:05:38,22.75,,,,65.0,,,,1017,,,,426,,,,,,,,,,,,,,,,,,,
2026-05-24 19:05:47,,,,,,,,,,,,,,,,,0,,,,1,,,,1,,,,,,,
2026-05-24 19:05:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:05:52,,,,22.05,,,,71.0,,,,1018,,,,433,,,,,,,,,,,,,,,,
2026-05-24 19:05:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:06:09,,,,,,,,,,,,,,,,,,11,,,,12,,,,12,,,,,,
2026-05-24 19:06:11,,21.65,,,,96.0,,,,1018,,,,465,,,,,,,,,,,,,,,,,,
2026-05-24 19:06:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:06:24,,,,,,,,,,,,,,,,,,,,8,,,,8,,,,8,,,,
2026-05-24 19:06:25,,,22.70,,,,80.0,,,,1017,,,,484,,,,,,,,,,,,,,,,,
2026-05-24 19:06:26,,,,,,,,,,,,,,,,,,,7,,,,7,,,,7,,,,,
2026-05-24 19:06:36,22.75,,,,65.0,,,,1017,,,,420,,,,,,,,,,,,,,,,,,,
2026-05-24 19:06:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:06:49,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,-0.033
2026-05-24 19:06:51,,,,22.05,,,,71.0,,,,1018,,,,434,,,,,,,,,,,,,,,,
2026-05-24 19:06:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:07:10,,,,,,,,,,,,,,,,,,9,,,,9,,,,9,,,,,,
2026-05-24 19:07:12,,21.65,,,,96.0,,,,1018,,,,471,,,,,,,,,,,,,,,,,,
2026-05-24 19:07:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:07:22,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:07:23,,,22.70,,,,80.0,,,,1017,,,,487,,,,,,,,,,,,,,,,,
2026-05-24 19:07:26,,,,,,,,,,,,,,,,,,,,8,,,,9,,,,9,,,,
2026-05-24 19:07:30,,,,,,,,,,,,,,,,,,,6,,,,7,,,,7,,,,,
2026-05-24 19:07:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:07:38,22.75,,,,65.0,,,,1017,,,,427,,,,,,,,,,,,,,,,,,,
2026-05-24 19:07:50,,,,22.05,,,,71.0,,,,1018,,,,437,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:07:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:08:11,,21.70,,,,96.0,,,,1018,,,,475,,,,178,,,,587,,,,1024,,,,,,
2026-05-24 19:08:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:08:23,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:08:25,,,22.75,,,,80.0,,,,1017,,,,481,,,,,,,,,,,,,,,,,
2026-05-24 19:08:30,,,,,,,,,,,,,,,,,,,,67,,,,281,,,,543,,,,
2026-05-24 19:08:34,,,,,,,,,,,,,,,,,,,147,,,,412,,,,734,,,,,
2026-05-24 19:08:37,22.75,,,,65.0,,,,1017,,,,422,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:08:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032
2026-05-24 19:08:53,,,,22.05,,,,71.0,,,,1018,,,,444,,,,,,,,,,,,,,,,
2026-05-24 19:08:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:09:10,,21.70,,,,96.0,,,,1018,,,,465,,,,,,,,,,,,,,,,,,
2026-05-24 19:09:15,,,,,,,,,,,,,,,,,,838,,,,1024,,,,1024,,,,,,
2026-05-24 19:09:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:09:25,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:09:26,,,22.75,,,,80.0,,,,1017,,,,483,,,,,,,,,,,,,,,,,
2026-05-24 19:09:35,,,,,,,,,,,,,,,,,,,,288,,,,1024,,,,1024,,,,
2026-05-24 19:09:36,22.75,,,,65.0,,,,1017,,,,434,,,,,,,,,,,,,,,,,,,
2026-05-24 19:09:38,,,,,,,,,,,,,,,,,,,11,,,,31,,,,55,,-0.222,,,
2026-05-24 19:09:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:09:51,,,,22.05,,,,71.0,,,,1018,,,,428,,,,,,,,,,,,,,,,
2026-05-24 19:09:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:10:11,,21.65,,,,96.0,,,,1018,,,,482,,,,,,,,,,,,,,,,,,
2026-05-24 19:10:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:10:17,,,,,,,,,,,,,,,,,,699,,,,1024,,,,1024,,,,,,
2026-05-24 19:10:25,,,22.70,,,,81.0,,,,1017,,,,482,,,,,,,,,,,,,,,,,
2026-05-24 19:10:29,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:10:36,22.75,,,,65.0,,,,1017,,,,436,,,,,,,,,,,,,,,,,,,
2026-05-24 19:10:38,,,,,,,,,,,,,,,,,,,,21,,,,22,,,,23,,,,
2026-05-24 19:10:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:10:43,,,,,,,,,,,,,,,,,,,11,,,,13,,,,15,,,,,
2026-05-24 19:10:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:10:52,,,,22.05,,,,71.0,,,,1018,,,,412,,,,,,,,,,,,,,,,
2026-05-24 19:10:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:11:10,,21.65,,,,96.0,,,,1018,,,,479,,,,,,,,,,,,,,,,,,
2026-05-24 19:11:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:11:20,,,,,,,,,,,,,,,,,,162,,,,944,,,,1024,,,,,,
2026-05-24 19:11:23,,,22.70,,,,81.0,,,,1017,,,,456,,,,,,,,,,,,,,,,,
2026-05-24 19:11:32,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 19:11:37,22.75,,,,65.0,,,,1017,,,,419,,,,,,,,,,,,,,,,,,,
2026-05-24 19:11:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:11:39,,,,,,,,,,,,,,,,,,,,15,,,,15,,,,15,,,,
2026-05-24 19:11:47,,,,,,,,,,,,,,,,,,,9,,,,9,,,,9,,,,,
2026-05-24 19:11:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:11:52,,,,22.05,,,,71.0,,,,1018,,,,426,,,,,,,,,,,,,,,,
2026-05-24 19:11:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:12:13,,21.65,,,,96.0,,,,1018,,,,452,,,,,,,,,,,,,,,,,,
2026-05-24 19:12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:12:21,,,,,,,,,,,,,,,,,,83,,,,443,,,,887,,,,,,
2026-05-24 19:12:23,,,22.65,,,,81.0,,,,1017,,,,475,,,,,,,,,,,,,,,,,
2026-05-24 19:12:33,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:12:37,22.75,,,,65.0,,,,1017,,,,431,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:12:40,,,,,,,,,,,,,,,,,,,,11,,,,11,,,,11,,,,
2026-05-24 19:12:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:12:49,,,,,,,,,,,,,,,,,,,9,,,,10,,,,10,,,,,
2026-05-24 19:12:51,,,,22.05,,,,71.0,,,,1018,,,,418,,,,,,,,,,,,,,,,
2026-05-24 19:12:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:13:12,,21.65,,,,96.0,,,,1018,,,,465,,,,,,,,,,,,,,,,,,
2026-05-24 19:13:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:13:24,,,22.65,,,,81.0,,,,1017,,,,486,,,21,,,,46,,,,77,,,,,,
2026-05-24 19:13:35,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:13:37,22.75,,,,65.0,,,,1017,,,,434,,,,,,,,,,,,,,,,-0.221,,,
2026-05-24 19:13:42,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,,,
2026-05-24 19:13:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:13:50,,,,22.10,,,,71.0,,,,1018,,,,441,,,,,,,,,,,,,,,,
2026-05-24 19:13:51,,,,,,,,,,,,,,,,,,,8,,,,8,,,,8,,,,,
2026-05-24 19:13:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:14:11,,21.65,,,,96.0,,,,1018,,,,474,,,,,,,,,,,,,,,,,,
2026-05-24 19:14:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:14:23,,,22.65,,,,81.0,,,,1017,,,,482,,,,,,,,,,,,,,,,,
2026-05-24 19:14:26,,,,,,,,,,,,,,,,,,16,,,,17,,,,17,,,,,,
2026-05-24 19:14:36,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,
2026-05-24 19:14:37,22.75,,,,65.0,,,,1017,,,,426,,,,,,,,,,,,,,,,,,,
2026-05-24 19:14:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:14:45,,,,,,,,,,,,,,,,,,,,9,,,,10,,,,10,,,,
2026-05-24 19:14:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:14:52,,,,22.05,,,,71.0,,,,1018,,,,436,,,,,,,,,,,,,,0.179,,
2026-05-24 19:14:56,,,,,,,,,,,,,,,,,,,8,,,,9,,,,9,,,,,
2026-05-24 19:15:12,,21.65,,,,96.0,,,,1018,,,,474,,,,,,,,,,,,,,,,,,
2026-05-24 19:15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:15:25,,,22.70,,,,81.0,,,,1017,,,,481,,,,,,,,,,,,,,,,,
2026-05-24 19:15:29,,,,,,,,,,,,,,,,,,14,,,,14,,,,14,,,,,,
2026-05-24 19:15:36,22.75,,,,65.0,,,,1017,,,,425,,,,,,,,,,,,,,,,,,,
2026-05-24 19:15:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:15:41,,,,,,,,,,,,,,,,,0,,,,1,,,,1,,,,,,,
2026-05-24 19:15:48,,,,,,,,,,,,,,,,,,,,9,,,,10,,,,10,,,,
2026-05-24 19:15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034
2026-05-24 19:15:50,,,,22.05,,,,71.0,,,,1018,,,,448,,,,,,,,,,,,,,,,
2026-05-24 19:15:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:16:00,,,,,,,,,,,,,,,,,,,6,,,,7,,,,7,,,,,
2026-05-24 19:16:12,,21.70,,,,96.0,,,,1018,,,,472,,,,,,,,,,,,,,,,,,
2026-05-24 19:16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:16:24,,,22.70,,,,80.0,,,,1017,,,,474,,,,,,,,,,,,,,,,,
2026-05-24 19:16:29,,,,,,,,,,,,,,,,,,11,,,,11,,,,11,,,,,,
2026-05-24 19:16:38,22.75,,,,65.0,,,,1017,,,,437,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:16:45,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:16:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:16:51,,,,22.10,,,,71.0,,,,1018,,,,428,,,,9,,,,10,,,,10,,,,
2026-05-24 19:16:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,
2026-05-24 19:17:04,,,,,,,,,,,,,,,,,,,7,,,,7,,,,7,,,,,
2026-05-24 19:17:11,,21.65,,,,96.0,,,,1018,,,,474,,,,,,,,,,,,,,,,,,
2026-05-24 19:17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,
2026-05-24 19:17:25,,,22.70,,,,80.0,,,,1017,,,,480,,,,,,,,,,,,,,,,,
2026-05-24 19:17:32,,,,,,,,,,,,,,,,,,10,,,,11,,,,11,,,,,,
2026-05-24 19:17:37,22.75,,,,65.0,,,,1017,,,,441,,,,,,,,,,,,,,,,,,,
2026-05-24 19:17:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,,,
2026-05-24 19:17:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033
2026-05-24 19:17:49,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,
2026-05-24 19:17:50,,,,22.05,,,,71.0,,,,1018,,,,432,,,,,,,,,,,,,,,,
2026-05-24 19:17:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,
2026-05-24 19:17:54,,,,,,,,,,,,,,,,,,,,8,,,,8,,,,8,,,,
2026-05-24 19:18:09,,,,,,,,,,,,,,,,,,,7,,,,7,,,,7,,,,,
