pair_type,pc_iso_n1,node1_utc_sec,node1_utc_ms,node1_error_ms,node1_drift_ppm,pc_iso_n2,node2_utc_sec,node2_utc_ms,node2_error_ms,node2_drift_ppm,internode_diff_ms
paired,2026-05-31T12:09:02.251923+00:00,1780229341,133,-1118,-56,2026-05-31T12:09:02.151033+00:00,1780229341,132,-1019,61,1
paired,2026-05-31T12:09:32.201976+00:00,1780229371,162,-1039,730,2026-05-31T12:09:32.201201+00:00,1780229371,161,-1040,-25,1
paired,2026-05-31T12:10:02.252054+00:00,1780229401,209,-1043,835,2026-05-31T12:10:02.280265+00:00,1780229401,208,-1072,88,1
paired,2026-05-31T12:10:32.252103+00:00,1780229431,238,-1014,-5,2026-05-31T12:10:31.925695+00:00,1780229431,236,-689,106,2
paired,2026-05-31T12:11:02.302214+00:00,1780229461,255,-1047,19,2026-05-31T12:11:01.470555+00:00,1780229461,254,-216,75,1
paired,2026-05-31T12:11:32.302342+00:00,1780229491,290,-1012,2,2026-05-31T12:11:31.802399+00:00,1780229491,288,-514,-109,2
paired,2026-05-31T12:12:02.352683+00:00,1780229521,269,-1083,-3,2026-05-31T12:12:02.352265+00:00,1780229521,268,-1084,240,1
paired,2026-05-31T12:12:32.452524+00:00,1780229551,293,-1159,676,2026-05-31T12:12:32.352453+00:00,1780229551,292,-1060,-250,1
paired,2026-05-31T12:13:02.403166+00:00,1780229581,368,-1035,541,2026-05-31T12:13:02.402532+00:00,1780229581,367,-1035,-83,1
paired,2026-05-31T12:13:32.453078+00:00,1780229611,391,-1062,127,2026-05-31T12:13:32.452793+00:00,1780229611,390,-1062,-83,1
paired,2026-05-31T12:14:02.453160+00:00,1780229641,408,-1045,83,2026-05-31T12:14:02.452983+00:00,1780229641,407,-1045,-257,1
paired,2026-05-31T12:14:32.553912+00:00,1780229671,435,-1118,129,2026-05-31T12:14:32.553080+00:00,1780229671,434,-1119,-146,1
paired,2026-05-31T12:15:02.454181+00:00,1780229701,402,-1052,-85,2026-05-31T12:15:02.553627+00:00,1780229701,401,-1152,-179,1
paired,2026-05-31T12:15:32.554148+00:00,1780229731,405,-1149,-33,2026-05-31T12:15:32.553508+00:00,1780229731,404,-1149,-160,1
paired,2026-05-31T12:16:02.604190+00:00,1780229761,443,-1161,9,2026-05-31T12:16:02.617483+00:00,1780229761,442,-1175,-273,1
