timestamp,AS7343_405nm,AS7343_425nm,AS7343_450nm,AS7343_475nm,AS7343_515nm,AS7343_550nm,AS7343_555nm,AS7343_600nm,AS7343_640nm,AS7343_690nm,AS7343_745nm,AS7343_855nm,AS7343_visible
2026-05-24 00:27:30.477,212.127,1276.391,2808.021,8289.736,2373.212,2112.687,2511.427,1680.921,1786.733,631.505,1039.269,0.0,10872.361
2026-05-24 00:27:40.495,207.871,1266.89,2836.86,8202.058,2352.761,2083.506,2535.653,1698.424,1766.796,621.392,1009.916,0.0,10810.479
2026-05-24 00:27:50.515,210.953,1287.317,2834.584,8305.582,2373.723,2099.069,2533.757,1698.09,1789.893,628.574,1031.499,0.0,10828.082
2026-05-24 00:28:00.560,219.024,1315.82,2911.237,8469.318,2417.946,2150.136,2604.749,1744.764,1821.014,645.576,1084.163,0.0,11059.078
2026-05-24 00:28:10.578,214.622,1287.792,2885.433,8327.765,2376.79,2122.9,2580.944,1731.096,1792.811,636.489,1055.673,0.0,10917.974
2026-05-24 00:28:20.598,213.594,1227.461,2713.533,7997.125,2280.419,2113.66,2414.103,1616.077,1724.978,633.851,1047.903,0.0,10488.528
2026-05-24 00:28:30.616,211.393,1249.788,2801.191,8079.52,2303.681,2096.151,2492.468,1673.419,1742.24,627.841,1032.362,0.0,10593.622
2026-05-24 00:28:40.634,177.786,1118.2,2569.334,7417.183,2121.93,1900.639,2275.279,1524.062,1603.899,556.315,809.62,0.0,9826.223
2026-05-24 00:28:50.654,177.052,1157.154,2627.014,7631.624,2186.092,1901.125,2332.578,1561.568,1645.717,554.849,806.167,0.0,10035.078
2026-05-24 00:29:00.672,191.581,1176.631,2669.135,7770.007,2233.894,1992.072,2380.398,1591.739,1676.838,586.362,902.861,0.0,10361.028
2026-05-24 00:29:10.691,185.271,1168.08,2627.393,7695.006,2210.888,1950.733,2336.37,1562.401,1661.521,572.731,860.557,0.0,10178.848
2026-05-24 00:29:20.710,188.793,1163.805,2647.505,7690.78,2207.054,1974.564,2353.644,1575.237,1660.305,580.939,883.868,0.0,10237.796
2026-05-24 00:29:30.728,183.95,1150.028,2606.902,7602.046,2187.626,1943.924,2317.411,1549.732,1643.286,569.946,851.061,0.0,10126.034
